"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"S000004584" "MATCH" "1" "ATR1" "S. cerevisiae" "AminoTriazole Resistance" "1629" "YML116W" "S000004584" "ORF"
"S000028511" "MATCH" "1" "MCO8" "S. cerevisiae" "Mitochondrial Class One protein of 8 kDa" "284" "YIL156W-B" "S000028511" "ORF"
"S000004581" "MATCH" "1" "DAT1" "S. cerevisiae" "DATin" "747" "YML113W" "S000004581" "ORF"
"S000004580" "MATCH" "1" "CTK3" "S. cerevisiae" "Carboxy-Terminal domain Kinase" "891" "YML112W" "S000004580" "ORF"
"S000003250" "MATCH" "1" "" "S. cerevisiae" "" "330" "YGR018C" "S000003250" "ORF"
"S000028518" "MATCH" "1" "ADF1" "S. cerevisiae" "Antisense of Depressing Factor" "342" "YCL058W-A" "S000028518" "ORF"
"S000028517" "MATCH" "1" "MIN6" "S. cerevisiae" "mitochondrial MINi protein of ~6 kDa" "180" "YBL039W-B" "S000028517" "ORF"
"S000028516" "MATCH" "1" "" "S. cerevisiae" "" "162" "YOR072W-B" "S000028516" "ORF"
"S000028515" "MATCH" "1" "" "S. cerevisiae" "" "357" "YPR170W-B" "S000028515" "ORF"
"S000003237" "MATCH" "1" "TFG2" "S. cerevisiae" "Transcription Factor G" "1203" "YGR005C" "S000003237" "ORF"
"S000004568" "MATCH" "1" "CUE4" "S. cerevisiae" "Coupling of Ubiquitin conjugation to ER degradation" "354" "YML101C" "S000004568" "ORF"
"S000005899" "MATCH" "1" "NDD1" "S. cerevisiae" "Nuclear Division Defective" "1665" "YOR372C" "S000005899" "ORF"
"S000003238" "MATCH" "1" "PRP18" "S. cerevisiae" "Pre-mRNA Processing" "756" "YGR006W" "S000003238" "ORF"
"S000003239" "MATCH" "1" "ECT1" "S. cerevisiae" "Ethanolamine-phosphate CytidylylTransferase" "972" "YGR007W" "S000003239" "ORF"
"S000028519" "MATCH" "1" "EGO2" "S. cerevisiae" "Exit from rapamycin-induced GrOwth arrest" "228" "YCR075W-A" "S000028519" "ORF"
"S000004576" "MATCH" "1" "" "S. cerevisiae" "" "318" "YML108W" "S000004576" "ORF"
"S000003244" "MATCH" "1" "MCY1" "S. cerevisiae" "putative Mitochondrial CYsteine synthase" "1182" "YGR012W" "S000003244" "ORF"
"S000028521" "MATCH" "1" "LSO2" "S. cerevisiae" "Late-annotated Small Open reading frame" "279" "YGR169C-A" "S000028521" "ORF"
"S000004575" "MATCH" "1" "PML39" "S. cerevisiae" "Pre-mRNA Leakage" "1005" "YML107C" "S000004575" "ORF"
"S000028520" "MATCH" "1" "MHF2" "S. cerevisiae" "Mph1-associated Histone-Fold protein" "243" "YDL160C-A" "S000028520" "ORF"
"S000007603" "MATCH" "1" "TFB5" "S. cerevisiae" "" "219" "YDR079C-A" "S000007603" "ORF"
"S000003245" "MATCH" "1" "SNU71" "S. cerevisiae" "Small NUclear ribonucleoprotein associated" "1863" "YGR013W" "S000003245" "ORF"
"S000004578" "MATCH" "1" "COQ5" "S. cerevisiae" "COenzyme Q" "924" "YML110C" "S000004578" "ORF"
"S000003246" "MATCH" "1" "MSB2" "S. cerevisiae" "Multicopy Suppression of a Budding defect" "3921" "YGR014W" "S000003246" "ORF"
"S000004577" "MATCH" "1" "ZDS2" "S. cerevisiae" "Zillion Different Screens" "2829" "YML109W" "S000004577" "ORF"
"S000003247" "MATCH" "1" "EAT1" "S. cerevisiae" "Ethanol AcetylTransferase" "987" "YGR015C" "S000003247" "ORF"
"S000028525" "MATCH" "1" "DPA10" "S. cerevisiae" "Delta-Psi dependent mitochondrial Assembly protein of 10 kDa" "264" "YLR307C-A" "S000028525" "ORF"
"S000004572" "MATCH" "1" "MDM1" "S. cerevisiae" "Mitochondrial Distribution and Morphology" "3384" "YML104C" "S000004572" "ORF"
"S000003240" "MATCH" "1" "STF2" "S. cerevisiae" "STabilizing Factor" "255" "YGR008C" "S000003240" "ORF"
"S000028524" "MATCH" "1" "" "S. cerevisiae" "" "237" "YKL068W-A" "S000028524" "ORF"
"S000004571" "MATCH" "1" "NUP188" "S. cerevisiae" "NUclear Pore" "4968" "YML103C" "S000004571" "ORF"
"S000003241" "MATCH" "1" "SEC9" "S. cerevisiae" "SECretory" "1956" "YGR009C" "S000003241" "ORF"
"S000028523" "MATCH" "1" "LSO1" "S. cerevisiae" "Late-annotated Small Open reading frame" "282" "YJR005C-A" "S000028523" "ORF"
"S000004574" "MATCH" "1" "URA5" "S. cerevisiae" "URAcil requiring" "681" "YML106W" "S000004574" "ORF"
"S000003242" "MATCH" "1" "NMA2" "S. cerevisiae" "Nicotinamide Mononucleotide Adenylyltransferase" "1188" "YGR010W" "S000003242" "ORF"
"S000028522" "MATCH" "1" "MCO6" "S. cerevisiae" "Mitochondrial Class One protein of 6 kDa" "159" "YJL127C-B" "S000028522" "ORF"
"S000004573" "MATCH" "1" "SEC65" "S. cerevisiae" "SECretory" "822" "YML105C" "S000004573" "ORF"
"S000004570" "MATCH" "1" "CAC2" "S. cerevisiae" "Chromatin Assembly Complex" "1407" "YML102W" "S000004570" "ORF"
"S000005059" "MATCH" "1" "" "S. cerevisiae" "" "1935" "YNL115C" "S000005059" "ORF"
"S000005056" "MATCH" "1" "DBP2" "S. cerevisiae" "Dead Box Protein" "2643" "YNL112W" "S000005056" "ORF"
"S000006388" "MATCH" "1" "GDB1" "S. cerevisiae" "Glycogen DeBranching" "4611" "YPR184W" "S000006388" "ORF"
"S000005055" "MATCH" "1" "CYB5" "S. cerevisiae" "CYtochrome B" "363" "YNL111C" "S000005055" "ORF"
"S000006389" "MATCH" "1" "ATG13" "S. cerevisiae" "AuTophaGy related" "2217" "YPR185W" "S000006389" "ORF"
"S000006386" "MATCH" "1" "SMX3" "S. cerevisiae" "" "261" "YPR182W" "S000006386" "ORF"
"S000005057" "MATCH" "1" "RPC19" "S. cerevisiae" "RNA Polymerase C" "429" "YNL113W" "S000005057" "ORF"
"S000006387" "MATCH" "1" "DPM1" "S. cerevisiae" "Dolichol Phosphate Mannose synthase" "804" "YPR183W" "S000006387" "ORF"
"S000005052" "MATCH" "1" "" "S. cerevisiae" "" "813" "YNL108C" "S000005052" "ORF"
"S000006384" "MATCH" "1" "AOS1" "S. cerevisiae" "Activation Of Smt3p" "1044" "YPR180W" "S000006384" "ORF"
"S000005051" "MATCH" "1" "YAF9" "S. cerevisiae" "Yeast homolog of the human leukemogenic protein AF9" "681" "YNL107W" "S000005051" "ORF"
"S000006385" "MATCH" "1" "SEC23" "S. cerevisiae" "SECretory" "2307" "YPR181C" "S000006385" "ORF"
"S000005054" "MATCH" "1" "NOP15" "S. cerevisiae" "NucleOlar Protein" "663" "YNL110C" "S000005054" "ORF"
"S000006382" "MATCH" "1" "PRP4" "S. cerevisiae" "Pre-mRNA Processing" "1398" "YPR178W" "S000006382" "ORF"
"S000006383" "MATCH" "1" "HDA3" "S. cerevisiae" "Histone DeAcetylase" "1968" "YPR179C" "S000006383" "ORF"
"S000006380" "MATCH" "1" "BET2" "S. cerevisiae" "Blocked Early in Transport" "978" "YPR176C" "S000006380" "ORF"
"S000005050" "MATCH" "1" "INP52" "S. cerevisiae" "INositol polyphosphate 5-Phosphatase" "3552" "YNL106C" "S000005050" "ORF"
"S000005048" "MATCH" "1" "LEU4" "S. cerevisiae" "LEUcine biosynthesis" "1860" "YNL104C" "S000005048" "ORF"
"S000006379" "MATCH" "1" "DPB2" "S. cerevisiae" "DNA Polymerase B subunit 2" "2070" "YPR175W" "S000006379" "ORF"
"S000005045" "MATCH" "1" "AVT4" "S. cerevisiae" "Amino acid Vacuolar Transport" "2142" "YNL101W" "S000005045" "ORF"
"S000006377" "MATCH" "1" "VPS4" "S. cerevisiae" "Vacuolar Protein Sorting" "1314" "YPR173C" "S000006377" "ORF"
"S000005044" "MATCH" "1" "MIC27" "S. cerevisiae" "MItochondrial contact site and Cristae organizing system" "705" "YNL100W" "S000005044" "ORF"
"S000006378" "MATCH" "1" "" "S. cerevisiae" "" "666" "YPR174C" "S000006378" "ORF"
"S000005047" "MATCH" "1" "MET4" "S. cerevisiae" "METhionine requiring" "2019" "YNL103W" "S000005047" "ORF"
"S000006375" "MATCH" "1" "BSP1" "S. cerevisiae" "Binding protein of Synaptojanin Polyphosphoinositide phosphatase domain" "1731" "YPR171W" "S000006375" "ORF"
"S000005046" "MATCH" "1" "POL1" "S. cerevisiae" "POLymerase" "4407" "YNL102W" "S000005046" "ORF"
"S000006376" "MATCH" "1" "" "S. cerevisiae" "" "603" "YPR172W" "S000006376" "ORF"
"S000005041" "MATCH" "1" "PHO23" "S. cerevisiae" "PHOsphate metabolism" "993" "YNL097C" "S000005041" "ORF"
"S000006373" "MATCH" "1" "JIP5" "S. cerevisiae" "Jumonji domain Interacting Protein" "1479" "YPR169W" "S000006373" "ORF"
"S000005040" "MATCH" "1" "RPS7B" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "918" "YNL096C" "S000005040" "ORF"
"S000005043" "MATCH" "1" "OCA1" "S. cerevisiae" "Oxidant-induced Cell-cycle Arrest" "717" "YNL099C" "S000005043" "ORF"
"S000006371" "MATCH" "1" "MET16" "S. cerevisiae" "METhionine requiring" "786" "YPR167C" "S000006371" "ORF"
"S000005042" "MATCH" "1" "RAS2" "S. cerevisiae" "homologous to RAS proto-oncogene" "969" "YNL098C" "S000005042" "ORF"
"S000006372" "MATCH" "1" "NUT2" "S. cerevisiae" "Negative regulation of URS Two" "474" "YPR168W" "S000006372" "ORF"
"S000006370" "MATCH" "1" "MRP2" "S. cerevisiae" "Mitochondrial Ribosomal Protein" "348" "YPR166C" "S000006370" "ORF"
"S000005078" "MATCH" "1" "" "S. cerevisiae" "" "1131" "YNL134C" "S000005078" "ORF"
"S000005077" "MATCH" "1" "FYV6" "S. cerevisiae" "Function required for Yeast Viability" "522" "YNL133C" "S000005077" "ORF"
"S000005079" "MATCH" "1" "FPR1" "S. cerevisiae" "Fk 506-sensitive Proline Rotamase" "345" "YNL135C" "S000005079" "ORF"
"S000005074" "MATCH" "1" "CPT1" "S. cerevisiae" "CholinePhosphoTransferase" "1274" "YNL130C" "S000005074" "ORF"
"S000005073" "MATCH" "1" "NRK1" "S. cerevisiae" "Nicotinamide Riboside Kinase" "723" "YNL129W" "S000005073" "ORF"
"S000005076" "MATCH" "1" "KRE33" "S. cerevisiae" "Killer toxin REsistant" "3171" "YNL132W" "S000005076" "ORF"
"S000005075" "MATCH" "1" "TOM22" "S. cerevisiae" "Translocase of the Outer Mitochondrial membrane" "459" "YNL131W" "S000005075" "ORF"
"S000005070" "MATCH" "1" "SPC98" "S. cerevisiae" "Spindle Pole Component" "2541" "YNL126W" "S000005070" "ORF"
"S000005072" "MATCH" "1" "TEP1" "S. cerevisiae" "TEnsin-like Phosphatase" "1305" "YNL128W" "S000005072" "ORF"
"S000005071" "MATCH" "1" "FAR11" "S. cerevisiae" "Factor ARrest" "2862" "YNL127W" "S000005071" "ORF"
"S000005067" "MATCH" "1" "NMA111" "S. cerevisiae" "Nuclear Mediator of Apoptosis" "2994" "YNL123W" "S000005067" "ORF"
"S000005066" "MATCH" "1" "" "S. cerevisiae" "" "348" "YNL122C" "S000005066" "ORF"
"S000005069" "MATCH" "1" "ESBP6" "S. cerevisiae" "" "2022" "YNL125C" "S000005069" "ORF"
"S000006397" "MATCH" "1" "HPA2" "S. cerevisiae" "Histone and other Protein Acetyltransferase" "471" "YPR193C" "S000006397" "ORF"
"S000005068" "MATCH" "1" "NAF1" "S. cerevisiae" "Nuclear Assembly Factor" "1479" "YNL124W" "S000005068" "ORF"
"S000006398" "MATCH" "1" "OPT2" "S. cerevisiae" "OligoPeptide Transporter" "2634" "YPR194C" "S000006398" "ORF"
"S000005063" "MATCH" "1" "NCS2" "S. cerevisiae" "Needs Cla4 to Survive" "1482" "YNL119W" "S000005063" "ORF"
"S000006395" "MATCH" "1" "QCR2" "S. cerevisiae" "QH2:cytochrome-C oxidoReductase" "1107" "YPR191W" "S000006395" "ORF"
"S000005062" "MATCH" "1" "DCP2" "S. cerevisiae" "mRNA DeCaPping" "2913" "YNL118C" "S000005062" "ORF"
"S000006396" "MATCH" "1" "AQY1" "S. cerevisiae" "AQuaporin from Yeast" "918" "YPR192W" "S000006396" "ORF"
"S000005065" "MATCH" "1" "TOM70" "S. cerevisiae" "Translocase of the Outer Mitochondrial membrane" "1854" "YNL121C" "S000005065" "ORF"
"S000006393" "MATCH" "1" "SKI3" "S. cerevisiae" "SuperKIller" "4299" "YPR189W" "S000006393" "ORF"
"S000006394" "MATCH" "1" "RPC82" "S. cerevisiae" "RNA Polymerase C" "1965" "YPR190C" "S000006394" "ORF"
"S000006391" "MATCH" "1" "RPO26" "S. cerevisiae" "RNA POlymerase" "544" "YPR187W" "S000006391" "ORF"
"S000006392" "MATCH" "1" "MLC2" "S. cerevisiae" "Myo1p Light Chain" "492" "YPR188C" "S000006392" "ORF"
"S000005061" "MATCH" "1" "MLS1" "S. cerevisiae" "MaLate Synthase" "1665" "YNL117W" "S000005061" "ORF"
"S000005060" "MATCH" "1" "DMA2" "S. cerevisiae" "Defective in Mitotic Arrest" "1569" "YNL116W" "S000005060" "ORF"
"S000006390" "MATCH" "1" "PZF1" "S. cerevisiae" "Putative Zinc Finger" "1290" "YPR186C" "S000006390" "ORF"
"S000005009" "MATCH" "1" "AQR1" "S. cerevisiae" "Acids Quinidine Resistance" "1761" "YNL065W" "S000005009" "ORF"
"S000005008" "MATCH" "1" "YDJ1" "S. cerevisiae" "Yeast dnaJ" "1230" "YNL064C" "S000005008" "ORF"
"S000006339" "MATCH" "1" "CTF4" "S. cerevisiae" "Chromosome Transmission Fidelity" "2784" "YPR135W" "S000006339" "ORF"
"S000005016" "MATCH" "1" "RNH201" "S. cerevisiae" "RNase H" "924" "YNL072W" "S000005016" "ORF"
"S000006348" "MATCH" "1" "NOC4" "S. cerevisiae" "NucleOlar Complex associated" "1659" "YPR144C" "S000006348" "ORF"
"S000005015" "MATCH" "1" "LAT1" "S. cerevisiae" "" "1449" "YNL071W" "S000005015" "ORF"
"S000006349" "MATCH" "1" "ASN1" "S. cerevisiae" "ASparagiNe requiring" "1719" "YPR145W" "S000006349" "ORF"
"S000005018" "MATCH" "1" "MLF3" "S. cerevisiae" "Multicopy suppressor of LeFlunomide sensitivity" "1359" "YNL074C" "S000005018" "ORF"
"S000005017" "MATCH" "1" "MSK1" "S. cerevisiae" "Mitochondrial aminoacyl-tRNA Synthetase, lysine (K)" "1731" "YNL073W" "S000005017" "ORF"
"S000006347" "MATCH" "1" "RRP15" "S. cerevisiae" "Ribosomal RNA Processing" "753" "YPR143W" "S000006347" "ORF"
"S000005012" "MATCH" "1" "FKH2" "S. cerevisiae" "ForK head Homolog" "2589" "YNL068C" "S000005012" "ORF"
"S000006344" "MATCH" "1" "TAZ1" "S. cerevisiae" "TAfaZzin" "1146" "YPR140W" "S000006344" "ORF"
"S000005011" "MATCH" "1" "RPL9B" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "576" "YNL067W" "S000005011" "ORF"
"S000006345" "MATCH" "1" "KAR3" "S. cerevisiae" "KARyogamy" "2190" "YPR141C" "S000006345" "ORF"
"S000005014" "MATCH" "1" "TOM7" "S. cerevisiae" "Translocase of the Outer Mitochondrial membrane" "183" "YNL070W" "S000005014" "ORF"
"S000006342" "MATCH" "1" "MEP3" "S. cerevisiae" "" "1470" "YPR138C" "S000006342" "ORF"
"S000005013" "MATCH" "1" "RPL16B" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "1046" "YNL069C" "S000005013" "ORF"
"S000006343" "MATCH" "1" "LOA1" "S. cerevisiae" "Lysophosphatidic acid: Oleoyl-CoA Acyltransferase" "903" "YPR139C" "S000006343" "ORF"
"S000006341" "MATCH" "1" "RRP9" "S. cerevisiae" "Ribosomal RNA Processing" "1722" "YPR137W" "S000006341" "ORF"
"S000005010" "MATCH" "1" "SUN4" "S. cerevisiae" "Sim1 Uth1 Nca3" "1263" "YNL066W" "S000005010" "ORF"
"S000006328" "MATCH" "1" "CTR1" "S. cerevisiae" "Copper TRansport" "1221" "YPR124W" "S000006328" "ORF"
"S000006329" "MATCH" "1" "YLH47" "S. cerevisiae" "Yeast LETM1 Homolog of 47 kD" "1365" "YPR125W" "S000006329" "ORF"
"S000005005" "MATCH" "1" "NOP2" "S. cerevisiae" "NucleOlar Protein" "1857" "YNL061W" "S000005005" "ORF"
"S000006337" "MATCH" "1" "SPN1" "S. cerevisiae" "Suppresses Postrecruitment functions gene Number 1" "1233" "YPR133C" "S000006337" "ORF"
"S000005004" "MATCH" "1" "ARP5" "S. cerevisiae" "Actin-Related Protein" "2268" "YNL059C" "S000005004" "ORF"
"S000006338" "MATCH" "1" "MSS18" "S. cerevisiae" "Mitochondrial Splicing System" "807" "YPR134W" "S000006338" "ORF"
"S000005007" "MATCH" "1" "MTQ1" "S. cerevisiae" "Methyltransferase" "945" "YNL063W" "S000005007" "ORF"
"S000006335" "MATCH" "1" "NAT3" "S. cerevisiae" "N-terminal AcetylTransferase" "588" "YPR131C" "S000006335" "ORF"
"S000005006" "MATCH" "1" "GCD10" "S. cerevisiae" "General Control Derepressed" "1437" "YNL062C" "S000005006" "ORF"
"S000006336" "MATCH" "1" "RPS23B" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "803" "YPR132W" "S000006336" "ORF"
"S000005001" "MATCH" "1" "OCA2" "S. cerevisiae" "Oxidant-induced Cell cycle Arrest" "594" "YNL056W" "S000005001" "ORF"
"S000006333" "MATCH" "1" "SCD6" "S. cerevisiae" "Suppressor of Clathrin Deficiency" "1050" "YPR129W" "S000006333" "ORF"
"S000005000" "MATCH" "1" "POR1" "S. cerevisiae" "PORin" "852" "YNL055C" "S000005000" "ORF"
"S000005003" "MATCH" "1" "" "S. cerevisiae" "" "951" "YNL058C" "S000005003" "ORF"
"S000006331" "MATCH" "1" "" "S. cerevisiae" "" "1038" "YPR127W" "S000006331" "ORF"
"S000006332" "MATCH" "1" "ANT1" "S. cerevisiae" "Adenine Nucleotide Transporter" "987" "YPR128C" "S000006332" "ORF"
"S000005038" "MATCH" "1" "APP1" "S. cerevisiae" "Actin Patch Protein" "1764" "YNL094W" "S000005038" "ORF"
"S000028598" "MATCH" "1" "" "S. cerevisiae" "" "120" "YBL100W-C" "S000028598" "ORF"
"S000005037" "MATCH" "1" "YPT53" "S. cerevisiae" "Yeast Protein Two" "663" "YNL093W" "S000005037" "ORF"
"S000028597" "MATCH" "1" "" "S. cerevisiae" "" "99" "YBL071C-B" "S000028597" "ORF"
"S000006368" "MATCH" "1" "MMS1" "S. cerevisiae" "Methyl MethaneSulfonate sensitivity" "4224" "YPR164W" "S000006368" "ORF"
"S000005039" "MATCH" "1" "" "S. cerevisiae" "" "1929" "YNL095C" "S000005039" "ORF"
"S000006369" "MATCH" "1" "RHO1" "S. cerevisiae" "Ras HOmolog" "630" "YPR165W" "S000006369" "ORF"
"S000028595" "MATCH" "1" "" "S. cerevisiae" "" "81" "YAR035C-A" "S000028595" "ORF"
"S000005034" "MATCH" "1" "RHO2" "S. cerevisiae" "Ras HOmolog" "579" "YNL090W" "S000005034" "ORF"
"S000006366" "MATCH" "1" "ORC4" "S. cerevisiae" "Origin Recognition Complex" "1590" "YPR162C" "S000006366" "ORF"
"S000006367" "MATCH" "1" "TIF3" "S. cerevisiae" "Translation Initiation Factor" "1311" "YPR163C" "S000006367" "ORF"
"S000005036" "MATCH" "1" "" "S. cerevisiae" "" "1203" "YNL092W" "S000005036" "ORF"
"S000006364" "MATCH" "1" "GPH1" "S. cerevisiae" "Glycogen PHosphorylase" "2709" "YPR160W" "S000006364" "ORF"
"S000005035" "MATCH" "1" "NST1" "S. cerevisiae" "Negatively affects Salt Tolerance" "3723" "YNL091W" "S000005035" "ORF"
"S000006365" "MATCH" "1" "SGV1" "S. cerevisiae" "Suppressor of Gpa1-Val50 mutation" "1974" "YPR161C" "S000006365" "ORF"
"S000005030" "MATCH" "1" "SNN1" "S. cerevisiae" "SNapiN" "309" "YNL086W" "S000005030" "ORF"
"S000028590" "MATCH" "1" "" "S. cerevisiae" "" "213" "YPR108W-A" "S000028590" "ORF"
"S000006362" "MATCH" "1" "CUR1" "S. cerevisiae" "Curing of [URe3]" "759" "YPR158W" "S000006362" "ORF"
"S000006363" "MATCH" "1" "KRE6" "S. cerevisiae" "Killer toxin REsistant" "2163" "YPR159W" "S000006363" "ORF"
"S000005032" "MATCH" "1" "TOP2" "S. cerevisiae" "TOPoisomerase" "4287" "YNL088W" "S000005032" "ORF"
"S000006360" "MATCH" "1" "TPO3" "S. cerevisiae" "Transporter of POlyamines" "1869" "YPR156C" "S000006360" "ORF"
"S000005031" "MATCH" "1" "TCB2" "S. cerevisiae" "Three Calcium and lipid Binding domains (TriCalBins)" "3537" "YNL087W" "S000005031" "ORF"
"S000006361" "MATCH" "1" "TDA6" "S. cerevisiae" "Topoisomerase I Damage Affected" "1404" "YPR157W" "S000006361" "ORF"
"S000028593" "MATCH" "1" "" "S. cerevisiae" "" "228" "YAL067W-A" "S000028593" "ORF"
"S000005019" "MATCH" "1" "IMP4" "S. cerevisiae" "Interacting with Mpp10p" "873" "YNL075W" "S000005019" "ORF"
"S000005027" "MATCH" "1" "SAL1" "S. cerevisiae" "Suppressor of Aac2 Lethality" "1485" "YNL083W" "S000005027" "ORF"
"S000006359" "MATCH" "1" "NCA2" "S. cerevisiae" "Nuclear Control of ATPase" "1851" "YPR155C" "S000006359" "ORF"
"S000005026" "MATCH" "1" "PMS1" "S. cerevisiae" "PostMeiotic Segregation" "2622" "YNL082W" "S000005026" "ORF"
"S000005029" "MATCH" "1" "MKT1" "S. cerevisiae" "Maintenance of K2 Killer Toxin" "2493" "YNL085W" "S000005029" "ORF"
"S000006357" "MATCH" "1" "MAY24" "S. cerevisiae" "genetic interaction profile similarity to MTC Annotated Yeast genes MTC2 and MTC4" "557" "YPR153W" "S000006357" "ORF"
"S000005028" "MATCH" "1" "END3" "S. cerevisiae" "ENDocytosis defective" "1050" "YNL084C" "S000005028" "ORF"
"S000006358" "MATCH" "1" "PIN3" "S. cerevisiae" "Psi+ INducibility" "648" "YPR154W" "S000006358" "ORF"
"S000005023" "MATCH" "1" "TPM1" "S. cerevisiae" "TroPoMyosin" "600" "YNL079C" "S000005023" "ORF"
"S000006355" "MATCH" "1" "SUE1" "S. cerevisiae" "" "621" "YPR151C" "S000006355" "ORF"
"S000005022" "MATCH" "1" "NIS1" "S. cerevisiae" "Neck protein Interacting with Septins" "1224" "YNL078W" "S000005022" "ORF"
"S000006356" "MATCH" "1" "URN1" "S. cerevisiae" "U2-U5-U6 snRNP, RES complex, and NTC interacting protein" "1398" "YPR152C" "S000006356" "ORF"
"S000005025" "MATCH" "1" "SWS2" "S. cerevisiae" "Sick Without Securin" "432" "YNL081C" "S000005025" "ORF"
"S000006353" "MATCH" "1" "NCE102" "S. cerevisiae" "NonClassical Export" "522" "YPR149W" "S000006353" "ORF"
"S000005024" "MATCH" "1" "EOS1" "S. cerevisiae" "ER-localized and Oxidants Sensitive" "1101" "YNL080C" "S000005024" "ORF"
"S000006351" "MATCH" "1" "" "S. cerevisiae" "" "915" "YPR147C" "S000006351" "ORF"
"S000006352" "MATCH" "1" "" "S. cerevisiae" "" "1308" "YPR148C" "S000006352" "ORF"
"S000005021" "MATCH" "1" "APJ1" "S. cerevisiae" "Anti-Prion DnaJ" "1587" "YNL077W" "S000005021" "ORF"
"S000005020" "MATCH" "1" "MKS1" "S. cerevisiae" "Multicopy Kinase Suppressor" "1755" "YNL076W" "S000005020" "ORF"
"S000002739" "MATCH" "1" "GPI8" "S. cerevisiae" "GlycosylPhosphatidylInositol anchor biosynthesis" "1236" "YDR331W" "S000002739" "ORF"
"S000001408" "MATCH" "1" "ATG32" "S. cerevisiae" "AuTophaGy related" "1590" "YIL146C" "S000001408" "ORF"
"S000001409" "MATCH" "1" "SLN1" "S. cerevisiae" "Synthetic Lethal of N-end rule" "3663" "YIL147C" "S000001409" "ORF"
"S000001404" "MATCH" "1" "CCT2" "S. cerevisiae" "Chaperonin Containing TCP-1" "1584" "YIL142W" "S000001404" "ORF"
"S000002736" "MATCH" "1" "SKP1" "S. cerevisiae" "Suppressor of Kinetochore Protein mutant" "585" "YDR328C" "S000002736" "ORF"
"S000001405" "MATCH" "1" "SSL2" "S. cerevisiae" "Suppressor of Stem-Loop mutation" "2532" "YIL143C" "S000001405" "ORF"
"S000002737" "MATCH" "1" "PEX3" "S. cerevisiae" "PEroXin" "1326" "YDR329C" "S000002737" "ORF"
"S000001406" "MATCH" "1" "NDC80" "S. cerevisiae" "Nuclear Division Cycle" "2076" "YIL144W" "S000001406" "ORF"
"S000002738" "MATCH" "1" "UBX5" "S. cerevisiae" "UBiquitin regulatory X" "1503" "YDR330W" "S000002738" "ORF"
"S000001407" "MATCH" "1" "PAN6" "S. cerevisiae" "PANtothenate biosynthesis" "930" "YIL145C" "S000001407" "ORF"
"S000002731" "MATCH" "1" "PEP7" "S. cerevisiae" "carboxyPEPtidase Y-deficient" "1548" "YDR323C" "S000002731" "ORF"
"S000001400" "MATCH" "1" "TPM2" "S. cerevisiae" "TroPoMyosin" "486" "YIL138C" "S000001400" "ORF"
"S000002732" "MATCH" "1" "UTP4" "S. cerevisiae" "U Three Protein" "2331" "YDR324C" "S000002732" "ORF"
"S000001401" "MATCH" "1" "REV7" "S. cerevisiae" "REVersionless" "738" "YIL139C" "S000001401" "ORF"
"S000002733" "MATCH" "1" "YCG1" "S. cerevisiae" "Yeast Cap G" "3108" "YDR325W" "S000002733" "ORF"
"S000001402" "MATCH" "1" "AXL2" "S. cerevisiae" "AXiaL 2 bud site selection" "2472" "YIL140W" "S000001402" "ORF"
"S000002734" "MATCH" "1" "YSP2" "S. cerevisiae" "Yeast Suicide Protein" "4317" "YDR326C" "S000002734" "ORF"
"S000002740" "MATCH" "1" "IRC3" "S. cerevisiae" "Increased Recombination Centers" "2070" "YDR332W" "S000002740" "ORF"
"S000002741" "MATCH" "1" "RQC1" "S. cerevisiae" "Ribosome Quality Control" "2172" "YDR333C" "S000002741" "ORF"
"S000001410" "MATCH" "1" "RPL40A" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "821" "YIL148W" "S000001410" "ORF"
"S000002728" "MATCH" "1" "SWA2" "S. cerevisiae" "Synthetic lethal With Arf1" "2007" "YDR320C" "S000002728" "ORF"
"S000002729" "MATCH" "1" "ASP1" "S. cerevisiae" "ASParaginase" "1146" "YDR321W" "S000002729" "ORF"
"S000002724" "MATCH" "1" "OMS1" "S. cerevisiae" "OXA1 Multicopy Suppressor" "1416" "YDR316W" "S000002724" "ORF"
